xcoord,ycoord,ID_GRID,L15_KOTLY,L15_PIECE,L15_KOMINK,L15_SUMA_P,L16_KOTLY,L16_PIECE,L16_KOMINK,L16_SUMA_P,L17_KOTLY,L17_PIECE,L17_KOMINK,L17_SUMA_P,INW_DWD
19.8178804533747,50.0149005007041,17376,1,0,1,2,1,0,1,2,1,0,1,2,2015-02-27
19.8639168483767,50.0153603837705,17409,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.8653119090749,50.0153740345708,17410,2,0,2,4,2,0,2,4,2,0,2,4,2015-02-27
19.8667069708417,50.0153876686032,17411,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.8681020336756,50.0154012858674,17412,3,0,0,3,3,0,0,3,3,0,0,3,2015-02-27
19.8694970975755,50.0154148863636,17413,1,0,0,1,0,0,0,0,0,0,0,0,2016-12-31
19.87089216254,50.0154284700917,17414,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.8722872285678,50.0154420370516,17415,2,0,1,3,2,0,1,3,2,0,1,3,2015-02-27
19.8736822956575,50.0154555872434,17416,3,0,0,3,2,0,0,2,2,0,0,2,2016-12-31
19.8750773638079,50.015469120667,17417,8,0,1,9,7,0,1,8,7,0,1,8,2016-12-31
19.8764724330177,50.0154826373223,17418,5,0,1,6,3,0,1,4,3,0,1,4,2016-12-31
19.8778675032855,50.0154961372094,17419,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.87926257461,50.0155096203281,17420,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.88065764699,50.0155230866786,17421,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8834477949108,50.0155499690744,17423,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8848428704492,50.0155633851196,17424,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8862379470377,50.0155767843965,17425,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.887633024675,50.0155901669048,17426,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.8890281033599,50.0156035326447,17427,1,0,1,2,1,0,1,2,1,0,1,2,2014-08-29
19.890423183091,50.015616881616,17428,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.891818263867,50.0156302138187,17429,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.8932133456866,50.0156435292529,17430,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.8946084285485,50.0156568279184,17431,0,0,1,1,0,0,1,1,0,0,1,1,2014-08-29
19.8960035124515,50.0156701098152,17432,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.8987936833749,50.0156966233029,17434,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.9029789475347,50.0157362677686,17437,0,1,0,1,0,1,0,1,0,1,0,1,2014-08-29
19.9043740376559,50.0157494490529,17438,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.9057691288089,50.0157626135683,17439,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.9071642209924,50.0157757613148,17440,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.908559314205,50.0157888922924,17441,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9099544084456,50.015802006501,17442,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9113495037126,50.0158151039406,17443,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.9197200967988,50.0158933364281,17449,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9211151992149,50.015906316484,17450,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9239054070939,50.0159322262881,17452,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9253005125542,50.0159451560362,17453,2,0,0,2,2,0,0,2,2,0,0,2,2015-02-27
19.9266956190265,50.015958069015,17454,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9280907265097,50.0159709652245,17455,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9294858350024,50.0159838446647,17456,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9322760550109,50.0160095532367,17458,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9336711665241,50.0160223823686,17459,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9420418566463,50.0160990049995,17465,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9434369751616,50.0161117167443,17466,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9448320946719,50.0161244117195,17467,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.9462272151759,50.0161370899249,17468,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9476223366723,50.0161497513606,17469,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.9490174591599,50.0161623960265,17470,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9504125826372,50.0161750239226,17471,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.951807707103,50.0161876350489,17472,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9545979589949,50.0162128069919,17474,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.9559930864182,50.0162253678086,17475,0,0,2,2,0,0,2,2,0,0,2,2,2015-02-27
19.9573882148248,50.0162379118553,17476,2,0,2,4,2,0,2,4,2,0,2,4,2015-02-27
19.9587833442133,50.016250439132,17477,5,0,2,7,5,0,1,6,4,0,1,5,2017-04-30
19.9601784745825,50.0162629496387,17478,0,1,2,3,0,1,2,3,0,1,2,3,2015-02-27
19.9615736059309,50.0162754433754,17479,2,0,1,3,1,0,1,2,0,0,0,0,2017-04-30
19.9629687382572,50.016287920342,17480,1,0,1,2,0,0,1,1,0,0,0,0,2017-07-31
19.9643638715603,50.0163003805386,17481,1,0,3,4,1,0,3,4,1,0,3,4,2015-02-27
19.9657590058387,50.016312823965,17482,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9671541410911,50.0163252506213,17483,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9685492773163,50.0163376605074,17484,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9699444145128,50.0163500536233,17485,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9713395526795,50.0163624299691,17486,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.972734691815,50.0163747895445,17487,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.975524972987,50.0163994583845,17489,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9769201150209,50.016411767649,17490,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9783152580184,50.0164240601432,17491,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9797104019781,50.016436335867,17492,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9811055468987,50.0164485948203,17493,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.982500692779,50.0164608370032,17494,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9838958396174,50.0164730624156,17495,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9852909874129,50.0164852710575,17496,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9866861361641,50.0164974629289,17497,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9880812858695,50.0165096380297,17498,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.989476436528,50.01652179636,17499,2,0,0,2,0,0,0,0,0,0,0,0,2016-12-31
19.9908715881383,50.0165339379196,17500,4,0,0,4,1,0,0,1,0,0,0,0,2017-04-30
19.9950570486661,50.0165702619745,17503,0,1,0,1,0,0,0,0,0,0,0,0,2016-12-31
19.9964522040701,50.0165823364514,17504,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9978473604193,50.0165943941575,17505,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9992425177123,50.0166064350929,17506,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0006376759478,50.0166184592575,17507,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0020328351245,50.0166304666512,17508,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0034279952412,50.0166424572741,17509,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0062183182889,50.0166663882071,17511,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0076134812174,50.0166783285172,17512,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0090086450805,50.0166902520564,17513,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.010403809877,50.0167021588246,17514,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0117989756055,50.0167140488217,17515,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0131941422647,50.0167259220478,17516,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0145893098534,50.0167377785028,17517,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0159844783701,50.0167496181868,17518,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0173796478135,50.0167614410996,17519,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0201699894756,50.0167850366116,17521,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0215651616915,50.0167968092109,17522,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.022960334829,50.0168085650389,17523,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0243555088867,50.0168203040956,17524,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0257506838632,50.0168320263811,17525,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0271458597574,50.0168437318952,17526,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0285410365678,50.016855420638,17527,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0299362142932,50.0168670926095,17528,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
20.0313313929323,50.0168787478095,17529,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0327265724836,50.0168903862381,17530,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
20.034121752946,50.0169020078953,17531,2,0,0,2,2,0,0,2,2,0,0,2,2015-02-27
20.0355169343181,50.016913612781,17532,1,0,0,1,0,0,0,0,0,0,0,0,2016-12-31
20.0369121165986,50.0169252008952,17533,1,0,0,1,0,0,0,0,0,0,0,0,2016-12-31
20.0383072997862,50.0169367722379,17534,1,1,0,2,0,0,0,0,0,0,0,0,2016-12-31
20.0397024838796,50.016948326809,17535,1,0,0,1,0,0,0,0,0,0,0,0,2016-12-31
20.0410976688774,50.0169598646086,17536,2,0,0,2,2,0,0,2,2,0,0,2,2015-02-27
20.0424928547783,50.0169713856365,17537,2,0,0,2,1,0,0,1,0,0,0,0,2017-04-30
20.0438880415811,50.0169828898928,17538,2,0,0,2,1,0,0,1,1,0,0,1,2016-12-31
20.0452832292844,50.0169943773775,17539,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0466784178869,50.0170058480904,17540,2,0,0,2,0,0,0,0,0,0,0,0,2016-12-31
20.0480736073873,50.0170173020317,17541,6,0,0,6,3,0,0,3,2,0,0,2,2017-04-30
20.0494687977842,50.0170287392012,17542,1,0,1,2,2,0,1,3,1,0,1,2,2017-04-30
20.0508639890765,50.017040159599,17543,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
20.0522591812627,50.017051563225,17544,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
20.0564447631718,50.017085673472,17547,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
20.0578399589206,50.0170970100106,17548,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0592351555569,50.0171083297772,17549,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0606303530792,50.017119632772,17550,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0620255514863,50.0171309189947,17551,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0634207507768,50.0171421884455,17552,0,1,0,1,0,1,0,1,0,1,0,1,2015-02-27
20.0648159509495,50.0171534411243,17553,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.066211152003,50.017164677031,17554,0,2,0,2,0,1,0,1,0,1,0,1,2016-12-31
20.0676063539359,50.0171758961657,17555,1,0,0,1,1,0,0,1,0,0,0,0,2017-07-31
20.0690015567471,50.0171870985282,17556,0,1,0,1,0,1,0,1,0,1,0,1,2015-02-27
19.8025129124986,50.0156420645631,17675,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8039079508958,50.0156564535808,17676,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8053029904193,50.0156708258313,17677,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8080930728402,50.0156995200306,17679,3,0,0,3,3,0,0,3,3,0,0,3,2015-02-27
19.8094881157349,50.0157138419794,17680,3,0,0,3,2,0,0,2,2,0,0,2,2016-12-31
19.8108831597507,50.015728147161,17681,6,0,1,7,4,0,1,5,3,0,1,4,2017-07-31
19.8122782048863,50.0157424355752,17682,2,0,0,2,2,1,0,3,2,1,0,3,2016-12-31
19.8150682985115,50.0157709621015,17684,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8164633469986,50.0157852002136,17685,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.8178583966002,50.0157994215582,17686,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.819253447315,50.0158136261353,17687,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8206484991418,50.0158278139449,17688,1,0,0,1,1,0,0,1,0,0,0,0,2017-07-31
19.8625005644753,50.0162456511828,17718,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.8638956501205,50.0162593191838,17719,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8652907368356,50.0162729704163,17720,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.8666858246193,50.0162866048803,17721,2,0,2,4,2,0,2,4,2,0,2,4,2015-02-27
19.8680809134703,50.0163002225757,17722,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8694760033873,50.0163138235024,17723,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.870871094369,50.0163274076606,17724,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.872266186414,50.01634097505,17725,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8736612795211,50.0163545256708,17726,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8750563736889,50.0163680595228,17727,3,0,0,3,3,0,0,3,3,0,0,3,2015-02-27
19.8764514689162,50.016381576606,17728,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.8778465652015,50.0163950769205,17729,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.8792416625436,50.0164085604661,17730,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8806367609413,50.0164220272429,17731,1,0,0,1,1,0,0,1,0,0,0,0,2017-07-31
19.8820318603931,50.0164354772508,17732,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.8834269608977,50.0164489104897,17733,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8848220624539,50.0164623269598,17734,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.8876122687157,50.0164891095928,17736,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.8890073734187,50.0165024757559,17737,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.890402479168,50.0165158251498,17738,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.8917975859622,50.0165291577746,17739,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.8931926938002,50.0165424736303,17740,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.8945878026805,50.0165557727168,17741,1,0,1,2,1,0,1,2,1,0,1,2,2014-08-29
19.8959829126018,50.0165690550342,17742,0,0,4,4,0,0,4,4,0,0,1,1,2017-04-30
19.8973780235629,50.0165823205823,17743,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.900168248599,50.0166088013708,17745,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.9015633626714,50.0166220166111,17746,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.9029584777783,50.016635215082,17747,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.9043535939183,50.0166483967836,17748,3,0,0,3,3,0,0,3,3,0,0,3,2014-08-29
19.9057487110902,50.0166615617158,17749,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.9071438292927,50.0166747098786,17750,0,0,0,0,0,0,0,0,0,0,0,0,2014-08-29
19.9085389485244,50.0166878412719,17751,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.909934068784,50.0167009558957,17752,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9113291900702,50.01671405375,17753,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9196999392729,50.0167922887142,17759,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9210950677087,50.0168052691811,17760,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9224901971605,50.0168182328781,17761,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9238853276272,50.0168311798055,17762,2,0,0,2,2,0,0,2,2,0,0,2,2015-02-27
19.9252804591073,50.0168441099629,17763,2,0,1,3,1,0,1,2,1,0,1,2,2016-12-31
19.9266755915996,50.0168570233506,17764,4,0,0,4,4,0,0,4,2,5,0,7,2017-04-30
19.9280707251028,50.0168699199684,17765,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9294658596155,50.0168827998163,17766,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9308609951364,50.0168956628942,17767,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9322561316643,50.0169085092022,17768,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9336512691978,50.0169213387402,17769,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9420221154429,50.016997963797,17775,1,0,0,1,0,0,0,0,0,0,0,0,2016-12-31
19.9434172599788,50.0170106759443,17776,4,0,1,5,3,0,1,4,3,0,1,4,2016-12-31
19.9448124055099,50.0170233713214,17777,2,0,0,2,2,0,0,2,1,0,0,1,2017-04-30
19.9462075520348,50.0170360499282,17778,3,0,1,4,3,0,1,4,3,0,1,4,2015-02-27
19.9476026995521,50.0170487117647,17779,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9489978480606,50.017061356831,17780,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.950392997559,50.0170739851269,17781,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9517881480459,50.0170865966525,17782,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9531832995201,50.0170991914077,17783,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9545784519801,50.0171117693924,17784,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9559736054248,50.0171243306067,17785,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.9573687598528,50.0171368750506,17786,3,2,6,11,3,2,6,11,3,2,6,11,2015-02-27
19.9587639152627,50.0171494027239,17787,2,2,1,5,1,0,1,2,1,0,1,2,2016-12-31
19.9601590716533,50.0171619136267,17788,0,1,0,1,0,1,0,1,0,1,0,1,2015-02-27
19.9615542290233,50.0171744077589,17789,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9629493873713,50.0171868851206,17790,1,2,1,4,1,0,1,2,0,0,1,1,2017-04-30
19.964344546696,50.0171993457116,17791,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9657397069961,50.017211789532,17792,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.9671348682704,50.0172242165817,17793,1,0,1,2,1,0,1,2,1,0,1,2,2015-02-27
19.9685300305174,50.0172366268608,17794,0,0,2,2,0,0,2,2,0,0,2,2,2015-02-27
19.9699251937359,50.0172490203691,17795,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9713203579246,50.0172613971066,17796,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9727155230821,50.0172737570733,17797,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9741106892072,50.0172861002693,17798,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9755058562984,50.0172984266944,17799,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9769010243546,50.0173107363486,17800,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9782961933744,50.017323029232,17801,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9796913633565,50.0173353053444,17802,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9810865342996,50.0173475646858,17803,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9824817062023,50.0173598072563,17804,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9838768790634,50.0173720330558,17805,0,0,1,1,0,0,0,0,0,0,0,0,2016-12-31
19.9852720528814,50.0173842420842,17806,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9866672276553,50.0173964343416,17807,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9894575800648,50.0174207685431,17809,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.9908527576979,50.0174329104871,17810,1,0,0,1,0,0,0,0,0,0,0,0,2016-12-31
19.9922479362815,50.01744503566,17811,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9936431158143,50.0174571440616,17812,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9950382962949,50.0174692356921,17813,0,1,0,1,0,1,0,1,0,1,0,1,2015-02-27
19.996433477722,50.0174813105512,17814,0,3,2,5,0,2,1,3,0,2,1,3,2016-12-31
19.9978286600943,50.0174933686391,17815,1,2,0,3,1,2,0,3,1,0,0,1,2017-04-30
19.9992238434105,50.0175054099557,17816,0,1,1,2,0,0,1,1,0,0,1,1,2016-12-31
20.0006190276694,50.017517434501,17817,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0020142128695,50.0175294422749,17818,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0034093990096,50.0175414332774,17819,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0048045860883,50.0175534075085,17820,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0061997741044,50.0175653649681,17821,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0075949630565,50.0175773056562,17822,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0089901529433,50.0175892295729,17823,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0103853437635,50.017601136718,17824,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0145709218115,50.017636757524,17827,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0159661163522,50.0176485975828,17828,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0173613118197,50.0176604208699,17829,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0187565082128,50.0176722273854,17830,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0201517055301,50.0176840171291,17831,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0215469037702,50.017695790101,17832,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.022942102932,50.0177075463013,17833,1,0,1,2,0,0,1,1,0,0,1,1,2016-12-31
20.024337303014,50.0177192857297,17834,2,0,1,3,1,0,1,2,1,0,1,2,2016-12-31
20.025732504015,50.0177310083862,17835,3,0,0,3,3,0,0,3,3,0,0,3,2015-02-27
20.0271277059337,50.017742714271,17836,0,2,3,5,0,2,3,5,0,2,3,5,2015-02-27
20.0285229087686,50.0177544033839,17837,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0299181125186,50.0177660757248,17838,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0313133171823,50.0177777312939,17839,1,0,1,2,1,0,1,2,1,0,1,2,2015-02-27
20.0327085227584,50.017789370091,17840,3,0,0,3,1,0,0,1,1,0,0,1,2016-12-31
20.0341037292456,50.0178009921161,17841,2,0,0,2,1,0,0,1,0,2,0,2,2017-04-30
20.0354989366425,50.0178125973693,17842,3,0,1,4,2,0,1,3,2,0,1,3,2016-12-31
20.0368941449479,50.0178241858503,17843,3,0,0,3,2,0,0,2,1,0,0,1,2017-07-31
20.0382893541604,50.0178357575594,17844,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
20.0396845642788,50.0178473124963,17845,1,0,3,4,0,0,3,3,0,0,3,3,2016-12-31
20.0410797753017,50.0178588506612,17846,1,0,0,1,0,0,0,0,0,0,0,0,2016-12-31
20.0424749872278,50.0178703720539,17847,2,0,1,3,0,0,1,1,0,0,1,1,2016-12-31
20.0438702000557,50.0178818766744,17848,2,0,0,2,2,0,0,2,2,0,0,2,2015-02-27
20.0452654137843,50.0178933645228,17849,2,0,0,2,0,0,0,0,0,0,0,0,2016-12-31
20.0466606284121,50.0179048355989,17850,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0522414958897,50.0179505521808,17854,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
20.0564271558758,50.0179846635078,17857,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
20.0578223776504,50.0179960004053,17858,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8024905684412,50.0165409802885,17985,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8038856328534,50.0165553697617,17986,1,1,0,2,1,1,0,2,1,1,0,2,2015-02-27
19.8052806983921,50.0165697424671,17987,2,0,1,3,1,0,1,2,1,0,1,2,2016-12-31
19.8066757650559,50.0165840984049,17988,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.8080708328434,50.0165984375749,17989,3,0,0,3,2,0,0,2,2,0,0,2,2016-12-31
19.8094659017535,50.0166127599771,17990,1,0,0,1,1,0,0,1,1,0,0,1,2015-02-27
19.8108609717847,50.0166270656115,17991,1,1,1,3,1,1,1,3,1,1,1,3,2015-02-27
19.8122560429358,50.0166413544781,17992,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8150461885923,50.0166698819075,17994,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8164412630951,50.0166841204704,17995,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.8178363387124,50.0166983422652,17996,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8192314154431,50.016712547292,17997,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8206264932858,50.0167267355508,17998,3,0,0,3,3,0,0,3,3,0,0,3,2015-02-27
19.8415527934721,50.0169375472457,18013,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.8429478889281,50.0169514672115,18014,0,0,1,1,0,0,1,1,0,0,1,1,2015-02-27
19.9154943234697,50.0176521975996,18015,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.91688947487,50.017665228788,18016,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9196797807297,50.0176912408544,18018,0,0,0,0,0,0,0,0,0,0,0,0,2015-02-27
19.9210749351864,50.0177042217322,18019,0,10,1,11,0,10,1,11,0,10,1,11,2015-02-27
19.9224700906593,50.0177171858397,18020,2,1,0,3,2,1,0,3,1,1,0,2,2017-04-30
